product_id,product_name,category,unit_price,customer_id,customer_name,order_id,quantity,stock_qty,order_date,store_id,store_name
SKU-04,Bike,Sports,42.46,CST-563,Buchanan PLC,OR-0919,296,730,2026-02-07,ST-03,Chicago
SKU-82,Phone,Electronics,68.51,CST-125,Pierce-Hays,OR-8198,445,892,2026-01-01,ST-02,Los Angeles
SKU-34,Desk,Home,68.66,CST-715,Brown-Zuniga,OR-9213,903,946,2026-02-23,ST-03,Chicago
SKU-58,Desk,Home,87.44,CST-223,Wagner-Hunter,OR-5404,76,121,2026-02-02,ST-01,New York
SKU-18,Chair,Home,75.45,CST-471,"Neal, Chavez and Ferguson",OR-8748,84,84,2026-01-16,ST-03,Chicago
SKU-65,Coffee,Food,104.56,CST-784,"Wolfe, Rodriguez and Dawson",OR-9804,630,687,2026-03-04,ST-01,New York
SKU-72,Gloves,Sports,42.22,CST-182,"Lewis, Osborne and Hurst",OR-3626,234,267,2026-02-19,ST-01,New York
SKU-41,T-Shirt,Clothing,16.84,CST-082,Holden Ltd,OR-5072,449,967,2026-02-15,ST-01,New York
SKU-31,Snacks,Food,111.39,CST-241,Watson Ltd,OR-9459,31,240,2026-01-21,ST-04,Houston
SKU-41,Tea,Food,76.93,CST-172,"Perkins, Solomon and Mack",OR-8844,524,763,2026-02-08,ST-03,Chicago
SKU-85,Laptop,Electronics,123.03,CST-551,Smith Inc,OR-7583,199,778,2026-02-21,ST-07,Washington
SKU-61,Phone,Electronics,67.9,CST-491,"Wagner, Blair and Williams",OR-2351,342,738,2026-01-26,ST-05,Miami
SKU-98,Laptop,Electronics,104.07,CST-564,Rogers and Sons,OR-0139,30,80,2026-03-10,ST-02,Los Angeles
SKU-46,Coffee,Food,31.26,CST-773,"Farley, Little and Graham",OR-9801,37,578,2026-01-05,ST-01,New York
SKU-44,Laptop,Electronics,53.49,CST-993,Kelley-Nguyen,OR-6560,521,526,2026-01-04,ST-03,Chicago
SKU-27,Monitor,Electronics,34.91,CST-410,Atkins-Allen,OR-9539,149,220,2026-01-20,ST-06,Dallas
SKU-88,Monitor,Electronics,62.31,CST-767,Wilson Inc,OR-4814,16,33,2026-01-01,ST-03,Chicago
SKU-50,Jacket,Clothing,53.2,CST-371,Paul-Goodwin,OR-0539,504,705,2026-02-26,ST-01,New York
SKU-84,Yoga Mat,Sports,73.93,CST-475,Simpson Ltd,OR-0189,122,821,2026-02-11,ST-05,Miami
SKU-50,Chair,Home,95.51,CST-685,Riley Ltd,OR-5689,7,107,2026-01-28,ST-01,New York
SKU-75,Water,Food,116.31,CST-354,"Curtis, Wright and Smith",OR-1144,77,493,2026-01-20,ST-04,Houston
SKU-05,Desk,Home,17.85,CST-518,"Webb, Owen and Henry",OR-8416,52,100,2026-01-17,ST-05,Miami
SKU-54,Dumbbells,Sports,120.11,CST-336,Blair Inc,OR-9729,1,83,2026-02-28,ST-07,Washington
SKU-74,Phone,Electronics,109.92,CST-640,Smith-Bailey,OR-6830,722,908,2026-01-09,ST-04,Houston
SKU-15,Tablet,Electronics,93.77,CST-026,Mitchell-Parker,OR-9204,112,594,2026-02-16,ST-07,Washington
SKU-46,Chair,Home,69.76,CST-334,Morton-Jordan,OR-9884,84,406,2026-01-20,ST-03,Chicago
SKU-48,Laptop,Electronics,123.93,CST-678,Suarez Group,OR-8533,77,122,2026-02-07,ST-07,Washington
SKU-38,Pillow,Home,113.91,CST-859,Nelson-Taylor,OR-8637,189,454,2026-01-11,ST-02,Los Angeles
SKU-99,Yoga Mat,Sports,27.43,CST-548,Andrade Ltd,OR-6590,79,170,2026-02-02,ST-05,Miami
SKU-35,Desk,Home,94.67,CST-130,"Vasquez, Stephens and Guerra",OR-6779,227,532,2026-03-04,ST-07,Washington
SKU-84,Yoga Mat,Sports,84.58,CST-050,Castillo-Munoz,OR-7584,94,305,2026-01-17,ST-05,Miami
SKU-02,Gloves,Sports,104.17,CST-786,Robinson Inc,OR-4695,89,95,2026-01-13,ST-05,Miami
SKU-99,Tablet,Electronics,67.84,CST-748,"Jones, Cook and Henderson",OR-7965,743,982,2026-03-02,ST-01,New York
SKU-16,Pillow,Home,101.37,CST-789,"Ochoa, Gibson and Scott",OR-3326,80,912,2026-02-09,ST-04,Houston
SKU-02,Lamp,Home,84.18,CST-697,"Arellano, Knight and Robbins",OR-9583,213,413,2026-02-09,ST-07,Washington
SKU-91,Bike,Sports,103.98,CST-941,Sloan LLC,OR-9136,402,767,2026-01-06,ST-01,New York
SKU-02,Jacket,Clothing,96.82,CST-165,Hicks-Price,OR-4354,428,545,2026-01-13,ST-04,Houston
SKU-08,Lamp,Home,63.43,CST-799,"Kramer, Rodriguez and Owen",OR-0318,252,762,2026-02-21,ST-02,Los Angeles
SKU-90,Monitor,Electronics,58.71,CST-385,"Jefferson, Webb and Miller",OR-5499,161,475,2026-03-02,ST-07,Washington
SKU-71,Bike,Sports,55.52,CST-121,"Davis, Meyer and Le",OR-2472,54,244,2026-02-26,ST-01,New York
SKU-52,Phone,Electronics,101.14,CST-109,Ingram and Sons,OR-2799,150,360,2026-02-18,ST-07,Washington
SKU-84,Lamp,Home,34.07,CST-278,Blair and Sons,OR-1896,214,457,2026-02-14,ST-03,Chicago
SKU-84,Yoga Mat,Sports,25.48,CST-899,Gordon Ltd,OR-1765,109,425,2026-02-26,ST-02,Los Angeles
SKU-75,Snacks,Food,88.97,CST-076,"Nelson, Bryant and Davis",OR-4537,335,376,2026-03-06,ST-02,Los Angeles
SKU-39,Jeans,Clothing,71.41,CST-478,Atkins Inc,OR-6792,8,267,2026-01-02,ST-07,Washington
SKU-57,Jeans,Clothing,63.36,CST-992,"Wilson, Parker and Perez",OR-5344,171,586,2026-01-18,ST-01,New York
SKU-56,Pillow,Home,21.53,CST-643,"Gonzales, Wise and Adams",OR-6468,516,581,2026-01-09,ST-03,Chicago
SKU-50,Coffee,Food,30.09,CST-675,"Eaton, Fletcher and Buck",OR-3444,3,19,2026-01-27,ST-07,Washington
SKU-82,Pillow,Home,47.51,CST-822,"Johnson, Anderson and Lin",OR-3609,155,694,2026-03-09,ST-04,Houston
SKU-62,Jacket,Clothing,122.14,CST-097,Gutierrez Inc,OR-6086,230,550,2026-02-04,ST-05,Miami
SKU-72,Monitor,Electronics,30.18,CST-880,King Ltd,OR-6161,12,412,2026-02-11,ST-06,Dallas
SKU-93,Bike,Sports,84.95,CST-690,"Smith, Howe and Ferguson",OR-0084,140,304,2026-01-18,ST-03,Chicago
SKU-90,T-Shirt,Clothing,117.58,CST-238,Brennan-Black,OR-2872,181,559,2026-02-16,ST-05,Miami
SKU-34,Chair,Home,24.76,CST-530,Carr-Williams,OR-4260,345,812,2026-01-30,ST-04,Houston
SKU-75,Chair,Home,21.78,CST-802,"Campbell, Carpenter and Ali",OR-2406,74,172,2026-03-08,ST-03,Chicago
SKU-97,Chair,Home,19.51,CST-204,Gomez-Finley,OR-1763,44,218,2026-02-03,ST-02,Los Angeles
SKU-70,Gloves,Sports,79.49,CST-962,"Johnson, Torres and Andersen",OR-5556,352,728,2026-01-01,ST-07,Washington
SKU-61,Dumbbells,Sports,88.54,CST-640,"Shelton, Spears and Adams",OR-4831,586,593,2026-03-09,ST-06,Dallas
SKU-85,Monitor,Electronics,37.48,CST-011,"Lester, Vasquez and Welch",OR-6001,586,885,2026-01-28,ST-05,Miami
SKU-08,Monitor,Electronics,74.94,CST-941,Maynard-West,OR-3729,323,508,2026-01-03,ST-05,Miami
SKU-20,Chair,Home,72.35,CST-825,Long-Gonzalez,OR-6771,76,221,2026-01-06,ST-07,Washington
SKU-34,Laptop,Electronics,26.77,CST-070,"Fitzgerald, Greene and Hoover",OR-5417,172,599,2026-03-07,ST-06,Dallas
SKU-49,Chair,Home,24.7,CST-505,Myers PLC,OR-2858,360,419,2026-02-27,ST-06,Dallas
SKU-88,Tea,Food,48.3,CST-951,Wise and Sons,OR-2776,401,417,2026-02-05,ST-04,Houston
SKU-00,Dumbbells,Sports,22.39,CST-764,"Barber, White and Wood",OR-2331,663,835,2026-02-10,ST-04,Houston
SKU-34,Bike,Sports,100.59,CST-626,Smith LLC,OR-7035,180,284,2026-01-14,ST-01,New York
SKU-73,Water,Food,58.94,CST-284,Hall Inc,OR-7987,147,315,2026-02-11,ST-05,Miami
SKU-18,Water,Food,112.78,CST-127,Roman PLC,OR-1273,614,722,2026-03-05,ST-06,Dallas
SKU-12,Tablet,Electronics,88.71,CST-015,Murray Group,OR-7426,195,836,2026-02-16,ST-06,Dallas
SKU-43,Tea,Food,63.62,CST-952,"Spence, Moses and Ray",OR-0144,9,13,2026-02-25,ST-02,Los Angeles
SKU-64,Shoes,Clothing,59.45,CST-190,"Oconnell, Holt and Lara",OR-4052,406,575,2026-02-03,ST-07,Washington
SKU-92,Gloves,Sports,115.64,CST-489,"Thomas, Mann and Mccall",OR-8439,650,682,2026-01-14,ST-01,New York
SKU-45,Laptop,Electronics,100.35,CST-967,Kelly-Phillips,OR-1361,207,321,2026-02-28,ST-05,Miami
SKU-26,T-Shirt,Clothing,116.29,CST-900,"Gregory, Wang and Hunter",OR-9894,111,941,2026-01-13,ST-02,Los Angeles
SKU-47,Jacket,Clothing,72.73,CST-198,"Garcia, Stout and Stevenson",OR-5426,9,713,2026-03-01,ST-03,Chicago
SKU-36,Desk,Home,112.18,CST-960,Strong Ltd,OR-4296,506,607,2026-02-26,ST-02,Los Angeles
SKU-85,Tea,Food,97.0,CST-911,Gould-Gibson,OR-0754,63,319,2026-01-17,ST-05,Miami
SKU-83,Chair,Home,61.1,CST-540,"Moran, Morales and Gardner",OR-7000,302,487,2026-02-13,ST-04,Houston
SKU-69,Pillow,Home,38.44,CST-499,Tucker PLC,OR-4302,132,195,2026-01-29,ST-07,Washington
SKU-82,Monitor,Electronics,83.76,CST-718,Hernandez-Newman,OR-1026,540,934,2026-01-09,ST-02,Los Angeles
SKU-34,Jacket,Clothing,124.21,CST-513,Todd-Chen,OR-9920,1,799,2026-01-06,ST-06,Dallas
SKU-59,Coffee,Food,103.05,CST-086,"Crawford, George and Erickson",OR-3062,597,670,2026-02-02,ST-02,Los Angeles
SKU-83,Dumbbells,Sports,89.34,CST-538,"Scott, Silva and Harrison",OR-2977,61,196,2026-02-18,ST-01,New York
SKU-02,Yoga Mat,Sports,45.37,CST-287,Guzman-Robinson,OR-2212,167,710,2026-02-18,ST-07,Washington
SKU-12,T-Shirt,Clothing,114.2,CST-457,Hines and Sons,OR-7371,36,923,2026-02-15,ST-02,Los Angeles
SKU-65,Gloves,Sports,21.74,CST-447,Taylor Group,OR-2608,92,193,2026-01-05,ST-05,Miami
SKU-09,Tea,Food,52.51,CST-110,"Fisher, Davila and Page",OR-0020,19,19,2026-01-16,ST-01,New York
SKU-99,Phone,Electronics,44.83,CST-333,Thomas Group,OR-9138,315,851,2026-02-28,ST-05,Miami
SKU-01,Laptop,Electronics,78.16,CST-208,Gutierrez-Clark,OR-6507,392,624,2026-01-22,ST-07,Washington
SKU-77,Shoes,Clothing,74.43,CST-774,Molina-Lewis,OR-6697,22,906,2026-02-20,ST-04,Houston
SKU-82,Desk,Home,109.46,CST-030,Reese PLC,OR-9966,556,741,2026-01-28,ST-04,Houston
SKU-27,Chair,Home,20.38,CST-143,Gonzalez Group,OR-7209,97,794,2026-01-11,ST-04,Houston
SKU-46,Tea,Food,69.71,CST-942,"Brown, Fields and Johnson",OR-5780,130,150,2026-02-25,ST-01,New York
SKU-40,Chair,Home,33.12,CST-944,Glenn-Zavala,OR-6855,339,645,2026-02-05,ST-03,Chicago
SKU-92,Jacket,Clothing,24.94,CST-913,"Mathis, Lopez and Baker",OR-3155,488,882,2026-01-05,ST-06,Dallas
SKU-66,Water,Food,106.72,CST-109,"Morris, Casey and Terrell",OR-8948,54,564,2026-01-17,ST-05,Miami
SKU-02,T-Shirt,Clothing,98.02,CST-188,Dixon-Fox,OR-1659,31,81,2026-01-07,ST-02,Los Angeles
SKU-00,Desk,Home,69.56,CST-321,Wilson Inc,OR-4461,230,761,2026-03-10,ST-05,Miami
SKU-16,Snacks,Food,115.99,CST-873,"Contreras, Williamson and Perez",OR-0037,86,418,2026-01-01,ST-03,Chicago
SKU-14,Tablet,Electronics,70.28,CST-871,Ponce-Cole,OR-4538,44,292,2026-01-05,ST-07,Washington
SKU-45,Tablet,Electronics,59.07,CST-877,Hudson-Hutchinson,OR-5320,38,251,2026-02-07,ST-06,Dallas
SKU-86,Lamp,Home,66.32,CST-822,Gutierrez Ltd,OR-4198,75,89,2026-02-03,ST-02,Los Angeles
SKU-03,Monitor,Electronics,60.74,CST-231,Martinez PLC,OR-4261,54,65,2026-03-02,ST-06,Dallas
SKU-48,Bike,Sports,122.35,CST-209,"Gonzalez, Shaw and Wilson",OR-7555,563,819,2026-01-08,ST-07,Washington
SKU-90,Jacket,Clothing,114.45,CST-693,Taylor-Hall,OR-1565,67,190,2026-02-12,ST-02,Los Angeles
SKU-51,Coffee,Food,35.81,CST-549,Wilcox-Newman,OR-9301,85,144,2026-03-09,ST-03,Chicago
SKU-67,Chair,Home,34.76,CST-926,"Ramos, Pollard and Pope",OR-8241,226,232,2026-02-13,ST-02,Los Angeles
SKU-45,Phone,Electronics,28.42,CST-605,Bradford PLC,OR-3836,597,903,2026-01-18,ST-05,Miami
SKU-58,Dumbbells,Sports,88.54,CST-826,Tate-Moreno,OR-6117,86,244,2026-02-13,ST-05,Miami
SKU-41,Snacks,Food,100.14,CST-020,"Ramirez, Brown and Gonzalez",OR-4373,531,988,2026-01-18,ST-01,New York
SKU-53,Tablet,Electronics,69.78,CST-158,"Soto, Petty and Fernandez",OR-8165,194,667,2026-01-17,ST-04,Houston
SKU-29,Desk,Home,38.66,CST-203,White Ltd,OR-9410,4,18,2026-03-03,ST-04,Houston
SKU-65,Laptop,Electronics,52.01,CST-455,Hensley-Miller,OR-5680,18,346,2026-01-07,ST-03,Chicago
SKU-09,T-Shirt,Clothing,95.38,CST-915,"Snyder, Mann and Carlson",OR-4082,163,810,2026-02-21,ST-05,Miami
SKU-88,Gloves,Sports,75.4,CST-704,Garcia LLC,OR-4639,449,910,2026-02-12,ST-06,Dallas
SKU-24,Tea,Food,103.2,CST-256,Griffin-Williams,OR-1193,530,702,2026-01-12,ST-05,Miami
SKU-75,Tablet,Electronics,16.59,CST-111,Spencer Inc,OR-7759,232,988,2026-03-08,ST-03,Chicago
SKU-26,Phone,Electronics,24.23,CST-932,Vincent PLC,OR-8261,212,223,2026-01-19,ST-01,New York
SKU-50,Lamp,Home,95.14,CST-664,Martin Group,OR-3740,150,297,2026-01-02,ST-03,Chicago
SKU-51,Jeans,Clothing,108.07,CST-771,Grant LLC,OR-1947,45,549,2026-02-23,ST-07,Washington
SKU-32,Tea,Food,71.17,CST-605,Nunez Group,OR-7592,298,615,2026-01-21,ST-06,Dallas
SKU-07,Shoes,Clothing,73.66,CST-286,Baker-Watkins,OR-8554,306,736,2026-02-11,ST-01,New York
SKU-29,Desk,Home,103.65,CST-910,"Flores, Kim and Rivera",OR-6710,284,492,2026-01-02,ST-04,Houston
SKU-05,Bike,Sports,108.01,CST-806,Schmidt Group,OR-6190,395,623,2026-02-25,ST-07,Washington
SKU-83,Chair,Home,63.38,CST-916,"Brown, Mahoney and Potter",OR-3046,127,351,2026-03-06,ST-05,Miami
SKU-55,Dumbbells,Sports,124.97,CST-772,Hall PLC,OR-4360,68,564,2026-01-08,ST-05,Miami
SKU-02,Gloves,Sports,50.42,CST-692,"Castro, Mills and Bell",OR-6972,79,178,2026-01-11,ST-06,Dallas
SKU-64,T-Shirt,Clothing,51.42,CST-822,Arellano Ltd,OR-5713,124,199,2026-01-21,ST-07,Washington
SKU-48,Tea,Food,31.01,CST-217,Valencia and Sons,OR-4393,148,542,2026-01-01,ST-04,Houston
SKU-77,Bike,Sports,60.11,CST-081,Powers Group,OR-6528,316,547,2026-02-06,ST-04,Houston
SKU-40,Coffee,Food,29.11,CST-282,Miller-Richardson,OR-1594,115,274,2026-01-06,ST-07,Washington
SKU-76,Jacket,Clothing,108.75,CST-408,"Jackson, Smith and Anthony",OR-5366,302,638,2026-01-29,ST-05,Miami
SKU-97,Pillow,Home,83.56,CST-386,Bradford-Nichols,OR-3562,248,705,2026-02-16,ST-07,Washington
SKU-93,Gloves,Sports,58.34,CST-895,Thomas Inc,OR-5263,177,373,2026-01-30,ST-07,Washington
SKU-13,Laptop,Electronics,31.43,CST-713,Gilmore PLC,OR-7793,294,617,2026-01-08,ST-02,Los Angeles
SKU-54,Snacks,Food,32.82,CST-776,Oneill and Sons,OR-7665,42,168,2026-02-26,ST-03,Chicago
SKU-07,Chair,Home,42.93,CST-258,"Mueller, Lawson and Galvan",OR-8501,14,583,2026-01-15,ST-03,Chicago
SKU-94,Coffee,Food,41.79,CST-820,"Smith, Chen and Mccall",OR-3702,11,17,2026-02-27,ST-03,Chicago
SKU-61,Snacks,Food,100.5,CST-274,Ray Group,OR-3721,10,110,2026-02-20,ST-07,Washington
SKU-51,Snacks,Food,72.31,CST-048,Manning Ltd,OR-9135,473,848,2026-03-06,ST-07,Washington
SKU-03,Gloves,Sports,100.55,CST-302,"Williams, Juarez and Boyd",OR-9410,93,157,2026-02-13,ST-06,Dallas
SKU-37,Tablet,Electronics,120.92,CST-218,Sullivan and Sons,OR-0152,5,38,2026-01-03,ST-07,Washington
SKU-61,Jeans,Clothing,67.54,CST-163,Klein-Ramirez,OR-6855,30,35,2026-01-31,ST-02,Los Angeles
SKU-17,Dumbbells,Sports,18.78,CST-533,"Wright, Gonzalez and Hansen",OR-8249,16,153,2026-02-13,ST-04,Houston
SKU-80,Coffee,Food,17.98,CST-580,Graham Group,OR-5847,10,69,2026-01-27,ST-07,Washington
SKU-80,Tea,Food,52.87,CST-628,Santiago Inc,OR-5089,400,601,2026-01-12,ST-06,Dallas
SKU-99,Bike,Sports,118.8,CST-012,"Garcia, Nelson and Davis",OR-9576,204,508,2026-02-12,ST-05,Miami
SKU-98,Snacks,Food,22.07,CST-970,Raymond and Sons,OR-6826,34,219,2026-03-01,ST-05,Miami
SKU-05,Snacks,Food,111.2,CST-375,Castro Inc,OR-5701,44,379,2026-01-08,ST-06,Dallas
SKU-99,Monitor,Electronics,19.92,CST-226,"Harris, Peterson and Bates",OR-8945,9,10,2026-03-10,ST-06,Dallas
SKU-30,Monitor,Electronics,93.11,CST-132,Gilbert Group,OR-9533,137,224,2026-01-09,ST-03,Chicago
SKU-69,Monitor,Electronics,117.15,CST-306,"Barry, Washington and Soto",OR-8734,287,377,2026-01-27,ST-01,New York
SKU-09,Monitor,Electronics,125.56,CST-977,Patterson-Mosley,OR-8830,71,335,2026-01-22,ST-04,Houston
SKU-21,Monitor,Electronics,17.98,CST-448,Benitez Ltd,OR-3571,279,584,2026-02-17,ST-05,Miami
SKU-55,Shoes,Clothing,51.43,CST-753,Dougherty Ltd,OR-8245,783,944,2026-02-10,ST-05,Miami
SKU-89,Jacket,Clothing,95.28,CST-204,Hensley PLC,OR-0694,1,13,2026-01-22,ST-06,Dallas
SKU-63,T-Shirt,Clothing,112.46,CST-187,Edwards-Turner,OR-9144,544,675,2026-01-25,ST-06,Dallas
SKU-53,Water,Food,69.16,CST-563,Gregory Ltd,OR-3614,8,488,2026-02-02,ST-01,New York
SKU-25,Dumbbells,Sports,114.63,CST-453,Bell-Harrison,OR-6728,653,721,2026-02-02,ST-01,New York
SKU-40,Bike,Sports,19.4,CST-264,Freeman and Sons,OR-0500,41,509,2026-02-17,ST-01,New York
SKU-22,Jacket,Clothing,31.02,CST-814,Martin-Wilkerson,OR-6714,606,671,2026-02-25,ST-05,Miami
SKU-71,Bike,Sports,120.86,CST-079,Bush-Mason,OR-6203,53,818,2026-01-11,ST-01,New York
SKU-16,Water,Food,29.08,CST-810,"Herring, Garrett and Williams",OR-5524,106,534,2026-01-14,ST-06,Dallas
SKU-85,Dumbbells,Sports,86.34,CST-412,"Wood, Newman and Green",OR-0976,466,630,2026-02-14,ST-07,Washington
SKU-27,Monitor,Electronics,71.88,CST-788,"Brown, Patterson and Obrien",OR-1660,176,963,2026-02-09,ST-04,Houston
SKU-95,Monitor,Electronics,102.05,CST-019,"Arias, Cunningham and Robinson",OR-6181,15,184,2026-02-05,ST-05,Miami
SKU-10,Jacket,Clothing,102.21,CST-488,Hamilton Group,OR-6729,8,978,2026-02-12,ST-07,Washington
SKU-59,Jeans,Clothing,76.02,CST-530,Wilson and Sons,OR-7812,532,796,2026-01-27,ST-04,Houston
SKU-29,Tablet,Electronics,66.48,CST-546,Montgomery PLC,OR-4131,166,204,2026-01-04,ST-07,Washington
SKU-35,Jacket,Clothing,52.72,CST-117,Young Group,OR-6621,200,233,2026-02-11,ST-01,New York
SKU-06,Pillow,Home,68.83,CST-342,Williams-Shah,OR-5210,553,769,2026-01-17,ST-03,Chicago
SKU-36,Monitor,Electronics,19.07,CST-889,"Smith, Carson and Lopez",OR-4089,246,354,2026-02-18,ST-02,Los Angeles
SKU-05,Monitor,Electronics,103.24,CST-102,Johnston PLC,OR-2725,70,171,2026-02-04,ST-03,Chicago
SKU-80,Phone,Electronics,23.69,CST-672,"Rodriguez, Shaw and Dillon",OR-6082,243,264,2026-01-26,ST-02,Los Angeles
SKU-97,Lamp,Home,106.16,CST-828,Ortiz-Lewis,OR-7902,354,392,2026-02-21,ST-02,Los Angeles
SKU-37,Monitor,Electronics,25.55,CST-496,Love Group,OR-7283,520,717,2026-02-17,ST-07,Washington
SKU-53,Chair,Home,76.9,CST-700,"Daniel, Nelson and Hart",OR-3908,18,41,2026-03-01,ST-07,Washington
SKU-67,Tablet,Electronics,81.1,CST-384,Webster-Johnson,OR-1961,656,981,2026-02-19,ST-03,Chicago
SKU-46,Bike,Sports,82.77,CST-753,Miller-Rios,OR-8030,523,589,2026-01-28,ST-05,Miami
SKU-67,Chair,Home,124.17,CST-273,Hurley-Davis,OR-6607,149,341,2026-02-22,ST-02,Los Angeles
SKU-93,Gloves,Sports,107.51,CST-222,Hunter-Lang,OR-5561,97,370,2026-02-22,ST-03,Chicago
SKU-85,Tea,Food,114.71,CST-687,Morales-Scott,OR-5028,111,327,2026-01-03,ST-03,Chicago
SKU-14,Yoga Mat,Sports,36.91,CST-882,"Hancock, Anderson and Allen",OR-3815,266,539,2026-02-14,ST-07,Washington
SKU-63,Yoga Mat,Sports,49.61,CST-698,Cohen-Wheeler,OR-7340,400,824,2026-02-15,ST-03,Chicago
SKU-58,Chair,Home,90.98,CST-344,"Fletcher, Fernandez and Turner",OR-1206,102,383,2026-02-09,ST-05,Miami
SKU-93,Jacket,Clothing,121.44,CST-480,Shaffer-Berg,OR-4953,190,681,2026-03-08,ST-05,Miami
SKU-98,Chair,Home,25.85,CST-992,"Adams, Swanson and Salas",OR-5319,147,648,2026-01-20,ST-03,Chicago
SKU-98,Phone,Electronics,118.86,CST-738,"Fisher, Stevens and Davis",OR-7927,20,61,2026-01-10,ST-01,New York
SKU-04,Desk,Home,27.85,CST-653,Jenkins Inc,OR-2765,648,745,2026-01-17,ST-02,Los Angeles
SKU-63,Snacks,Food,82.5,CST-241,Taylor and Sons,OR-8652,68,230,2026-03-04,ST-04,Houston
SKU-66,Laptop,Electronics,72.22,CST-264,Mathews-Johnson,OR-9718,49,998,2026-02-07,ST-06,Dallas
SKU-75,Gloves,Sports,43.92,CST-358,Roberson and Sons,OR-1188,392,433,2026-01-13,ST-02,Los Angeles
SKU-53,Desk,Home,62.41,CST-238,Johnson LLC,OR-2324,35,61,2026-01-08,ST-03,Chicago
SKU-24,Desk,Home,24.87,CST-635,"Mitchell, Jimenez and Knapp",OR-4985,314,387,2026-01-29,ST-06,Dallas
SKU-11,T-Shirt,Clothing,95.53,CST-331,Salinas-Pearson,OR-3607,607,950,2026-01-15,ST-02,Los Angeles
SKU-50,Water,Food,49.63,CST-586,"Martin, Gray and Clark",OR-2108,26,27,2026-01-22,ST-01,New York
SKU-88,Jacket,Clothing,24.18,CST-754,"Berger, Sanders and Martinez",OR-1980,860,980,2026-02-19,ST-06,Dallas
SKU-06,Snacks,Food,68.61,CST-826,"Duran, Mcmillan and Webster",OR-8156,33,383,2026-02-13,ST-04,Houston
SKU-93,Monitor,Electronics,24.42,CST-775,"Eaton, Gonzalez and Long",OR-7952,18,221,2026-01-17,ST-04,Houston
SKU-29,Water,Food,109.12,CST-512,Velez-Faulkner,OR-2891,79,677,2026-02-28,ST-02,Los Angeles
SKU-95,Gloves,Sports,112.91,CST-933,Silva LLC,OR-1696,206,274,2026-01-18,ST-06,Dallas
SKU-44,Gloves,Sports,103.83,CST-128,Mccarthy-Powell,OR-0352,27,943,2026-02-11,ST-04,Houston
SKU-32,T-Shirt,Clothing,84.92,CST-507,"Ware, Smith and Smith",OR-4187,124,336,2026-02-26,ST-04,Houston
SKU-74,Phone,Electronics,78.29,CST-457,Zimmerman LLC,OR-6193,96,113,2026-02-20,ST-01,New York
SKU-50,Bike,Sports,76.26,CST-011,"Wheeler, Johnson and Barnes",OR-9629,219,327,2026-01-18,ST-05,Miami
SKU-40,Jeans,Clothing,59.71,CST-595,Lawson PLC,OR-6170,289,953,2026-02-11,ST-01,New York
SKU-98,Shoes,Clothing,60.45,CST-409,"Clark, Garza and Mckinney",OR-5534,55,77,2026-03-08,ST-03,Chicago
SKU-16,Yoga Mat,Sports,72.16,CST-754,Clark Ltd,OR-5360,44,106,2026-02-11,ST-06,Dallas
SKU-14,Water,Food,37.6,CST-780,Lyons Group,OR-7142,120,231,2026-01-29,ST-03,Chicago
SKU-36,Yoga Mat,Sports,57.93,CST-759,Dawson-Holt,OR-8630,31,731,2026-01-10,ST-02,Los Angeles
SKU-51,Snacks,Food,41.05,CST-162,"Fields, Young and May",OR-4922,71,756,2026-01-04,ST-03,Chicago
SKU-12,Tea,Food,78.04,CST-081,"Smith, Olsen and James",OR-8955,301,657,2026-01-05,ST-06,Dallas
SKU-06,Jacket,Clothing,48.44,CST-195,Green-Cline,OR-5277,499,520,2026-02-24,ST-01,New York
SKU-05,Jeans,Clothing,44.95,CST-345,Adams-Hopkins,OR-0994,44,974,2026-03-05,ST-01,New York
SKU-23,Water,Food,74.0,CST-217,Guerrero and Sons,OR-1775,49,916,2026-02-02,ST-07,Washington
SKU-18,Monitor,Electronics,24.23,CST-558,Garcia PLC,OR-1289,549,764,2026-01-17,ST-01,New York
SKU-17,T-Shirt,Clothing,63.75,CST-521,Bradford PLC,OR-2601,643,878,2026-01-01,ST-02,Los Angeles
SKU-10,Shoes,Clothing,93.64,CST-495,Reynolds Ltd,OR-0568,176,560,2026-03-09,ST-05,Miami
SKU-82,Dumbbells,Sports,115.33,CST-945,Schwartz Inc,OR-8810,48,262,2026-01-08,ST-07,Washington
SKU-83,Jacket,Clothing,45.71,CST-089,"Thomas, Morton and Lewis",OR-5144,167,226,2026-02-15,ST-07,Washington
SKU-08,Phone,Electronics,102.2,CST-660,"Banks, Smith and Brown",OR-8945,2,400,2026-03-05,ST-05,Miami
SKU-80,Tea,Food,117.86,CST-376,Drake-Russell,OR-3933,16,23,2026-01-16,ST-03,Chicago
SKU-71,Snacks,Food,121.77,CST-785,Caldwell PLC,OR-9177,548,731,2026-01-03,ST-03,Chicago
SKU-37,Chair,Home,59.53,CST-355,Smith-Barnes,OR-3889,218,315,2026-03-02,ST-07,Washington
SKU-46,Snacks,Food,61.35,CST-553,Miller-Davis,OR-7079,255,762,2026-02-09,ST-06,Dallas
SKU-36,Laptop,Electronics,105.61,CST-581,"Ward, King and Ellis",OR-3008,424,743,2026-01-27,ST-06,Dallas
SKU-13,Dumbbells,Sports,104.99,CST-798,"Anderson, Wong and Gonzalez",OR-8502,131,755,2026-01-12,ST-05,Miami
